id,messages,human_response
2444,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling furious. Situation: One day a back neighbor insulted my 10 year old son and made fun of him for his weight. She actually called him a name and cursed. Needless to say_comma_ I was so mad_comma_ beyond angry!""}, {""role"": ""user"", ""content"": ""There was an incident where one of my back neighbors called my young son a name and made fun of him. I was so mad_comma_ beyond angry!""}, {""role"": ""assistant"", ""content"": ""An adult did this? ""}, {""role"": ""user"", ""content"": ""Yes_comma_ and she had two children of her own_comma_ similar in age. Her son also weighed more than mine! She did it because my son rode his bike through the corner of her yard as rode around the circle_comma_ that made her mad! Can you believe that??""}]",I dont get people sometimes. Who does that that sort of thing.
2445,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling anxious. Situation: Last week was the first day of school for my granddaughter. She didn't go to preschool so I was really worried how she would like it and if she would be sad or not. Turns out she loves it and I was worried for nothing""}, {""role"": ""user"", ""content"": ""Last week my granddaughter started school for the first time. I worried about her the entire day.""}, {""role"": ""assistant"", ""content"": ""Aww_comma_ they grow up so fast!!  How did she do?""}, {""role"": ""user"", ""content"": ""It turns out she loves and and I was a mess for 8 hours for nothing. ""}]",haha_comma_ I'm sorry you were so upset for nothing!  But it's so great that she loves school.  I hope she loves learning her whole life.
2446,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling prepared. Situation: I plan for weeks every time we go on vacation and make sure we have everything we need. I didn't do very well when we went on our honeymoon though. I guess I was so excited about the wedding that I forget just about everything.""}, {""role"": ""user"", ""content"": ""I always try and plan everything in advance to bring everything we need when we go on vacation. We recently went on our honeymoon and I didn't do very well this time. Ugh!""}, {""role"": ""assistant"", ""content"": ""What went wrong?""}, {""role"": ""user"", ""content"": ""I forgot everything. I guess I was so excited about the wedding_comma_ I totally failed at packing this time. Oh well_comma_ it was still fun.""}]",That is all that matters_comma_ its about the love.
2447,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling disgusted. Situation: My friend's boyfriend had the nerve to kiss me when I was visiting her one day. It was an out of the blue_comma_ sneaky move and repulsed me!""}, {""role"": ""user"", ""content"": ""One day I was visiting a friend and her boyfriend came up and kissed me_comma_ while I was waiting for my friend to return from another room! It was sneaky and repulsed me!""}, {""role"": ""assistant"", ""content"": ""I understand. Did you told your friend?""}, {""role"": ""user"", ""content"": ""I didn't....only because of her situation. She had custody of her very ill and handicapped infant grandson_comma_ she wasn't working so depended on him financially and she was very much in love with him. She already suspected he was with other women_comma_ and stayed.....""}]",Wow_comma_ it is terrible.
2448,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling terrified. Situation: The other night I was home alone and it was late. All of a sudden_comma_ I heard someone knocking at the door really loud and they wouldn't stop. I ignored it but I was so scared and about to call the police but they finally stopped and went away.""}, {""role"": ""user"", ""content"": ""The other night I was home alone and all of a sudden I heard someone knocking at the door really loud and they wouldn't stop. I was so scared.""}, {""role"": ""assistant"", ""content"": ""Did you go see who it was?""}, {""role"": ""user"", ""content"": ""No_comma_ I ignored them and they finally went away. I was just about to call the police before they left though. I hope that doesn't happen again.""}]",No that's scary stuff.
2449,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: My 50th birthday just passed. I was trying to ignore it but my family ended up having a surprise party for me. It was such a happy night. Made me realize I should embrace my age and not ignore it.""}, {""role"": ""user"", ""content"": ""I was trying to ignore the fact that my 50th birthday was coming up but my family decided to throw me a surprise party.""}, {""role"": ""assistant"", ""content"": ""That is great. What is it fun?""}, {""role"": ""user"", ""content"": ""It was so much fun and such a happy night. I'm trying to embrace my age now and not ignore it any more""}]",That is always difficult.
2450,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling ashamed. Situation: My husband and I had an argument a few weeks ago. I got pretty mad and said some things I wished I hadn't. I felt bad and disappointed in my actions aferwards. ""}, {""role"": ""user"", ""content"": ""A few weeks ago_comma_ my husband and I had a big argument. I said some pretty hurtful things_comma_ and wished I hadn't. I felt very bad and disappointed in myself afterwards.""}, {""role"": ""assistant"", ""content"": ""I am single and never been married. I assume arguments are part of marriage.""}, {""role"": ""user"", ""content"": ""Yes_comma_ that's true. I tend to be a bit more verbal on my end and say things I regret later. ""}]",Im bad at giving advice especially to people I dont know. Im the opposite. Im too mellow. And that sometimes gets me in trouble.
2451,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling terrified. Situation: One night my children and I came home and came in through the back door. As I opened it_comma_ I saw a tall shadow in the hallway! It scared me so much_comma_ as I feared an intruder was in my home.""}, {""role"": ""user"", ""content"": ""One night when my kids and I came home_comma_ I saw a shadow in my hallway as I came in the back door. I was so scared and was afraid someone had broken in my home.""}, {""role"": ""assistant"", ""content"": ""In some ways that is a bit funny but it certainly can be a scary time to come home alone to an empty dark house.""}, {""role"": ""user"", ""content"": ""Yes_comma_ and I live out in the country so I wouldn't get a quick response time from emergency vehicles. But_comma_ luckily_comma_ it turned out to be my shadow!""}]",I hope you aren't still scared of your shadow?
2452,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling guilty. Situation: One day I was a bit short on cash so I didn't give a homeless man any money. I felt really bad_comma_ as I always try to give something to those that are in need.""}, {""role"": ""user"", ""content"": ""There was a day that I was a bit short on cash on hand and I didn't give money to a homeless man. I usually always do_comma_ as I feel it's my part to help those in need_comma_ as I am blessed. I felt very bad that I didn't that day.""}, {""role"": ""assistant"", ""content"": ""I don't think you should feel too bad about missing one day!  It sounds like you're generous regularly.  I get it though.""}, {""role"": ""user"", ""content"": ""Well_comma_ homeless people aren't common in my area_comma_ so that's why I felt a bit bad about it. ""}]",It's hard to see people and not be able to help.  You seem really giving!
2453,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: When my children were born_comma_ it was such a wonderful and amazing occasion for me. It's a happiness beyond words.""}, {""role"": ""user"", ""content"": ""When my children were born_comma_ it was a rejoicing time for me. I can't think of a time I felt more happiness.""}, {""role"": ""assistant"", ""content"": ""Children are a beautiful thing for us parents. What a great memory you have of that. ""}, {""role"": ""user"", ""content"": ""Yes_comma_ I have two children and I feel so blessed to have them. I lucked out and got a boy and girl_comma_ both healthy_comma_ smart and wonderful.""}]",Thats perfect_comma_ a boy and a girl thats what most people want. congrats. 
2455,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling afraid. Situation: I did not have a car for a few years and just recently bought a new one. I was scared to drive at first_comma_ especially on the highways around here. People drive like crazy people and didn't want to get in another accident. I am getting used to it now though.""}, {""role"": ""user"", ""content"": ""I recently bought a new car after not driving for several years and I was really scared to drive it_comma_ especially on the highway.""}, {""role"": ""assistant"", ""content"": ""What car did you buy?""}, {""role"": ""user"", ""content"": ""Just a Honda Civic. People drive crazy around here. I don't want to have another car accident like the last one.""}]",Jeez. Where do you live? I dont remember any state Ive been to with bad drivers.
2456,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling impressed. Situation: I decided to join to group to lose weight. I had so much respect and admired what all of these people were going through with there struggle. It really helped having their support too.""}, {""role"": ""user"", ""content"": ""I recently joined a group to help me lose weight. I have so much respect and admire everyone in that group so much.""}, {""role"": ""assistant"", ""content"": ""Good luck! My sister-in-law has been with weight watchers for a while now. She loves the camaraderie and how everyone encourages each other.""}, {""role"": ""user"", ""content"": ""It has really helped to have their support. I am so grateful for them""}]",You'll reach your goal. You just have to make small adjustments which'll sustain you throughout your life. How many meetings do you attend?
2458,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sentimental. Situation: I was sorting through some stuff recently and came across some old Christmas cards. It was lovely to read them and remember the friends and family who sent them!""}, {""role"": ""user"", ""content"": ""I found some old Christmas cards the other day and had a lovely time reading them and reminiscing about the people who sent them.""}, {""role"": ""assistant"", ""content"": ""That must have been nice. I keep cards too.""}, {""role"": ""user"", ""content"": ""It was so nice. I'm terrible about throwing cards out. I feel_comma_ if someone's taken the time to write_comma_ I should preserve it. Does that sound silly?""}, {""role"": ""assistant"", ""content"": ""Of course not. There is so much paper in this house. I keep cards_comma_ photos_comma_ school projects. Everything. We arent here forever""}, {""role"": ""user"", ""content"": ""That's very true. My Dad kept everything too. When he passed we had quite a task sorting through things. I think my brother's still at it!""}, {""role"": ""assistant"", ""content"": ""I found lots of things to pass down when my grandmother passed. I think they passed down their hoarding to us lol""}, {""role"": ""user"", ""content"": ""I believe you are right! My family are going to go nuts when they see what they've got to deal with_comma_ lol.""}]",Lol. Me too!!
2462,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling trusting. Situation: I'm teaching my daughter how to drive_comma_ and so far_comma_ so good!""}, {""role"": ""user"", ""content"": ""I'm teaching my daughter how to drive_comma_ and so far_comma_ so good!""}, {""role"": ""assistant"", ""content"": ""That is wonderful_comma_ I imagine she is very excited.""}, {""role"": ""user"", ""content"": ""She is!  At first_comma_ though_comma_ she was very nervous.  I told her we could start off slow - her dad lives 1 mile from me down a quiet road_comma_ so we started driving back and forth between the two houses.""}, {""role"": ""assistant"", ""content"": ""Okay i see well_comma_ take your time she will be getting her liscense soon""}, {""role"": ""user"", ""content"": ""Hopefully by the first of the year.  We've worked up to driving to the dollar store 5 miles away.  She's still a little nervous but she's getting better and more confident the more we practice.""}, {""role"": ""assistant"", ""content"": ""She just needs to get her confidence and I am sure you are a great teacher.""}, {""role"": ""user"", ""content"": ""I do what I can where I can.  Can't wait for our hard work to pay off and she gets her license!""}]",It will definitely paid off and I am rooting for her.
2463,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling ashamed. Situation: My house is a mess and I've got people coming over later this evening.""}, {""role"": ""user"", ""content"": ""My house is a mess and I've got people coming over later on this evening.""}, {""role"": ""assistant"", ""content"": ""That can be overwhelming. Are you going to be cleaning all day then?""}, {""role"": ""user"", ""content"": ""I'm going to try to.  If worst comes to worse_comma_ I'll just toss everything in my back bedroom_comma_ shiny up the floors and hope for the best!  chuckle""}]",I'm sure you will get it done!
2464,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling trusting. Situation: I'm so lucky - I have a brother I can trust absolutely to do the right thing at all times. When we had to sell a property he dealt with everything and it was all carried out perfectly.""}, {""role"": ""user"", ""content"": ""My brother and I recently had to sell a house and he dealt with everything. I'm so lucky to have a brother I can rely on and who I know won't try and con me.""}, {""role"": ""assistant"", ""content"": ""Thats neat. Do you guys make a lot of money?""}, {""role"": ""user"", ""content"": ""We did and he was so precise with who got what and made sure he sent me my share quickly. He's such a neat brother in so many regards. I always know he'll be there for anyone who needs help.""}, {""role"": ""assistant"", ""content"": ""I wish my siblings were like that. We should be more supportive and close like that""}, {""role"": ""user"", ""content"": ""We weren't always close. When we were kids we were always fighting. It wasn't until we got older that we got closer. We're best of friends now.""}, {""role"": ""assistant"", ""content"": ""I am jealous lol""}, {""role"": ""user"", ""content"": ""Don't be! There are many_comma_ many types of relationships and I don't think ours is necessarily typical. It's just the way it is ""}]",I will work on it with my family. 
2465,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling impressed. Situation: My son was in advanced placement and honors class in high school. Once he graduated_comma_ he was accepted at a very good college and is going to be an Aerospace Engineer. I really astonished at how well he does_comma_ and admire his intelligence and hard work.""}, {""role"": ""user"", ""content"": ""My son was in advance placement and honors during high school. He went to a prestigious college after_comma_ going for as an Aerospace Engineer. He never ceases to astonish me with his intelligence and admire me with how hard he works to pursue his dreams.""}, {""role"": ""assistant"", ""content"": ""Wow!  It sounds like your kid is quite smart and gifted!  You must be really proud of him!""}, {""role"": ""user"", ""content"": ""I am quite proud_comma_ thank you! I also have a teenage daughter that is very smart and an amazing artist_comma_ which I don't know where she gets that talent. They really impress me with amazing they are!""}]",Man_comma_ that is amazing that both your kids are so talented.  I hope my little ones are like that.  Congrats on your great parenting!
2466,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling apprehensive. Situation: Going out today to learn a new route for my job and hoping I don't get lost.""}, {""role"": ""user"", ""content"": ""Going out today to learn a new route for my job and I'm hoping that I don't get lost.""}, {""role"": ""assistant"", ""content"": ""Are you able to learn the route first before you have to take it for your job or are they kind of just throwing you into it?""}, {""role"": ""user"", ""content"": ""I got the assignment yesterday_comma_ and I told myself that I'd go drive around it today and tomorrow.  My boss is supposed to ride along with me the first week_comma_ and then after that I'll be on my own.""}]",Well hopefully you're able to familiarize yourself quickly. Good luck!
2467,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling devastated. Situation: I was so upset when I heard my Grandma had passed. I was overseas and didn't know about it as nobody could contact me.""}, {""role"": ""user"", ""content"": ""I was over here in the US when my Grandma passed in Scotland. I was so upset - nobody could get hold of me to tell me and her funeral was over before I knew about it.""}, {""role"": ""assistant"", ""content"": ""Thats sad. Have you been to Scotand since?""}, {""role"": ""user"", ""content"": ""Only for funerals_comma_ unfortunately. Both my parents have since died. Unpleasant fact of life_comma_ I'm afraid.""}, {""role"": ""assistant"", ""content"": ""Im sorry to hear that. Were you born there?""}, {""role"": ""user"", ""content"": ""Yes I was. I didn't come to the US until I was in my 30s. Didn't expect my Grandma to pass the minute I got here_comma_ but she was 96_comma_ so it shouldn't have been such a surprise!""}, {""role"": ""assistant"", ""content"": ""96! Wow. Thats a full life!""}, {""role"": ""user"", ""content"": ""She was as fit as a flea too. She tripped and broke her hip and got a bad infection in the hospital. That's what she died of!""}]",Wow. She probably couldve kept going for years if it wasnt for that.
2468,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling excited. Situation: I recently purchased an Xbox! I've never owned a gaming console""}, {""role"": ""user"", ""content"": ""I just bought an Xbox! I've never owned a gaming console before""}, {""role"": ""assistant"", ""content"": ""Excellent! Are you enjoying it?""}, {""role"": ""user"", ""content"": ""I am! I bought Halo and am ready to ride.""}]",Sick. I hope it's as fun as it looks!
2469,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling grateful. Situation: My mother lives in the same neighborhood as I do and I am so happy she lives close. My father passed away about 2 years ago and I'm so thankful she's still here with us.""}, {""role"": ""user"", ""content"": ""My father passed away 2 years ago_comma_ but my mother lives in my neighborhood now. I'm so thankful she lives close by and still here with us. She's such a wonderful mother.""}, {""role"": ""assistant"", ""content"": ""I am glad that she is living close to you. That must make you feel special. My mom is dead so I understand how you feel.""}, {""role"": ""user"", ""content"": ""I'm sorry to hear that_comma_ I know it's so hard to lose a parent. I think we take them for granted when we are younger_comma_ but I am blessed she's still here.""}]",I am happy that your mom is still around. Cherish the days that you spend together.
2471,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling surprised. Situation: My good friend came over last night! It was shocking since he lives hours away""}, {""role"": ""user"", ""content"": ""My friend from across the continent came over yesterday! I was so happy about it""}, {""role"": ""assistant"", ""content"": ""Thats awesome. What did you guys do?""}, {""role"": ""user"", ""content"": ""We ended up hanging out and recording some audio. He is a voice actor""}]",that sounds fun!
2472,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling caring. Situation: While out walking in a Boston suburb_comma_ we heard some animal cries. It turned out to be a baby kitten very young in a window well_comma_ with not identifying information. We took it home and adopted it.""}, {""role"": ""user"", ""content"": ""I was out for a walk one night in a suburb of Boston when we heard the cries of a young animal. It was a baby kitten_comma_ with no collar_comma_ in a window well.""}, {""role"": ""assistant"", ""content"": ""Poor thing! What did you do?   Did you take it home with you?""}, {""role"": ""user"", ""content"": ""We actually did_comma_ and ended up adopting him. He was still so young he needed formula_comma_ but now he is thriving!""}]",eww_comma_  that is great you took such great care of him.  
2473,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling caring. Situation: When a baby bird was alone""}, {""role"": ""user"", ""content"": ""I felt a need to help when the baby bird was by itself""}, {""role"": ""assistant"", ""content"": ""That 's nice of you.  Did you keep it as a pet""}, {""role"": ""user"", ""content"": ""I did not_comma_ I was little but I think I put it back into a tree""}]",Cool.  Some birds shouldn't be in captivity.  What kind of bird was it
2474,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling anxious. Situation: Waiting for my results""}, {""role"": ""user"", ""content"": ""Waiting to see if I would graduate was pretty unnerving""}, {""role"": ""assistant"", ""content"": ""That is a nerve-racking experience. But I'm betting you did graduate and did just fine!""}, {""role"": ""user"", ""content"": ""Yep_comma_ had to take a class online over the summer but it worked out""}]",Congratulations! Waiting for results can be very stressful - everything's out of your hands and all you can do is wait.
2476,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling embarrassed. Situation: Wearing pajamas to a party""}, {""role"": ""user"", ""content"": ""I was the only one wearing pajamas at this party_comma_ not my greatest moment""}, {""role"": ""assistant"", ""content"": ""Oh boy. Did you not get the memo that you were supposed to be wearing a dress?""}, {""role"": ""user"", ""content"": ""I thought that it was a pajama party haha_comma_ never worn a dress before_comma_ maybe that's the secret""}]",Everyone looks good in a dress. Just make sure to shave first.
2477,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling terrified. Situation: Having nightmares when I was little was scary""}, {""role"": ""user"", ""content"": ""I had some trippy nightmares as a kid_comma_ now I don't really have dreams""}, {""role"": ""assistant"", ""content"": ""Oh man_comma_ I did too.  I still do every once in a while but only when I'm having trouble sleeping.  Does one stand out from the rest that you remember vividly?""}, {""role"": ""user"", ""content"": ""Yeah_comma_ it was like I was tied to a chair and a huge thing was staring at me_comma_ pretty weird""}]",Creepy! I once had a dream of a Lion laying at the end of my bad. It was scary but also comforting.  I feel like I could've touched it. Glad you're free of those dreams now.
2478,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling guilty. Situation: When I stole from a store I felt bad""}, {""role"": ""user"", ""content"": ""I didn't realize that stealing was bad until I realized how it made me feel afterwards""}, {""role"": ""assistant"", ""content"": ""So you probably felt pretty guilty huh. Did you return what you stole?""}, {""role"": ""user"", ""content"": ""No_comma_ I was scared to get charged_comma_ but I stopped after that""}]",Glad to hear you stopped with your wayward habits before the Po Po caught up with you!
2479,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: At a meditation retreat I felt better than ever""}, {""role"": ""user"", ""content"": ""I was at a meditation retreat last year for 10 days and I can say that I experienced a better feeling there than I could ever remembe""}, {""role"": ""assistant"", ""content"": ""I've always liked the idea of meditation_comma_ but I feel like it'd be hard. My mind is always racing!""}, {""role"": ""user"", ""content"": ""Yeah_comma_ thankfully there's an app for that - Headspace no I am not sponsored""}]",Awesome_comma_ I'll check that out! I hear all sorts of great things about meditation.
2483,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling impressed. Situation: Someone did the bottle flip onto a little ledge at my school""}, {""role"": ""user"", ""content"": ""I witnessed the most epic bottle flip in the history of bottle flips at my school""}, {""role"": ""assistant"", ""content"": ""Those are so much fun. Was everyone hype?""}, {""role"": ""user"", ""content"": ""Yee yee_comma_ it landed on this little ledge that was super high up.""}]",Tight. Probably wont be able to do that again!
2484,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling grateful. Situation: My little grandson just came home from the hospital. He was born several week premature and weighed under 2 pounds but now he is doing well and we are so thankful everything is ok.""}, {""role"": ""user"", ""content"": ""My little grandson just came home from the hospital. He was born premature and weighted under 2 pounds.""}, {""role"": ""assistant"", ""content"": ""Oh my gosh_comma_ so tiny. I'm hoping since he was released from the hospital he is doing well now?""}, {""role"": ""user"", ""content"": ""He is doing well_comma_ thank you. And we are so thankful everything is ok. It was touch and go for awhile""}]",I can imagine. I'm glad to hear he's better! Life is such a gift.
2485,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling faithful. Situation: I'm in love with my girlfriend. I would never cheat on her""}, {""role"": ""user"", ""content"": ""I love my girlfriend. She would never cheat on me""}, {""role"": ""assistant"", ""content"": ""That is really nice that you guys have that trust.""}, {""role"": ""user"", ""content"": ""I hope to make her my wife some day!""}]",That is an awesome goal! Good luck!
2486,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling annoyed. Situation: My sister spilled milk on me. I hated it""}, {""role"": ""user"", ""content"": ""My sister spilled some milk on me. It set me off!""}, {""role"": ""assistant"", ""content"": ""I hope it didn't mess up your clothes. I'm sure it was a mistake.""}, {""role"": ""user"", ""content"": ""It was indeed a mistake. My clothes are fine now.""}]",I'm glad it didn't mess anything up and that your relationship with your sister is still in tact.
2487,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling apprehensive. Situation: I wasn't able to pay rent recently. I had a messed up home.""}, {""role"": ""user"", ""content"": ""I recently did not pay my rent. My land lord has been terrible at providing services""}, {""role"": ""assistant"", ""content"": ""Oh no. I rent also so I know your pain. My last landlord was awful.  How did your landlord react?""}, {""role"": ""user"", ""content"": ""He decided to start caring and doing his part.""}]",Oh good_comma_ glad he did that instead of just coming down on your for not paying.  Glad it worked out for you.
2488,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling grateful. Situation: I feel thankful for my vehicle""}, {""role"": ""user"", ""content"": ""I'm thankful that I was able to repair my tire before it went flat on my car""}, {""role"": ""assistant"", ""content"": ""Lucky you did that in time!""}, {""role"": ""user"", ""content"": ""Right_comma_ I caught it just as it happened and brought it to the shop_comma_ didn't cost as much as I thought it would either.""}]",Sounds like it worked out great for you!
2489,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling trusting. Situation: My friend is a beautiful person. She drove me to class""}, {""role"": ""user"", ""content"": ""I love my friend. She just drove me to class""}, {""role"": ""assistant"", ""content"": ""Wow! You should do something back for her!""}, {""role"": ""user"", ""content"": ""I think I am getting her a gift soon!""}]",Nice_comma_ I am jealous of your friendship!
2490,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling ashamed. Situation: I stole from my friends when I was young. I feel terrible""}, {""role"": ""user"", ""content"": ""I stole from my friends when I was a child. I feel terrible about it now""}, {""role"": ""assistant"", ""content"": ""Was it something important that you took ?""}, {""role"": ""user"", ""content"": ""It was some Pokemon cards!""}]",I see_comma_ did they ever find out it was you ?
2491,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling devastated. Situation: My father almost died last year. The whole experience was very_comma_ very tough""}, {""role"": ""user"", ""content"": ""My father almost passed away last year. It was very tough on everyone""}, {""role"": ""assistant"", ""content"": ""That is awful_comma_ I am sorry to hear that.  Is he doing better now?""}, {""role"": ""user"", ""content"": ""Yes_comma_ he has made a full recovery! It's been a journey""}]",I'm so glad he is better.  Is the whole family doing alright?  I know that can be really hard on people.
2492,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sentimental. Situation: I remember when I was young. I used to love life""}, {""role"": ""user"", ""content"": ""I remember when I was a young one. I loved life.""}, {""role"": ""assistant"", ""content"": ""Life was easier back then_comma_ Hopefully you still love life?""}, {""role"": ""user"", ""content"": ""I do_comma_ but maybe not with he same flare as before""}]",Nostalgia can stir emotions. You'll find something to love about life again.
2493,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling caring. Situation: I helped my friend find her lost cats. We found both of them""}, {""role"": ""user"", ""content"": ""I helped find my friend's cats. She's glad they're back now""}, {""role"": ""assistant"", ""content"": ""Oh_comma_ no!  What happened?  Did she just get loose?  ""}, {""role"": ""user"", ""content"": ""Yes they both just wandered off when the door was open!""}]",Thankfully_comma_ they are both okay.  Dogs or cars_comma_ or anything for that matter could get them!
